interview__key	interview__id	Vegetable_roster__id	vegetable_measure__1	vegetable_measure__2	vegetable_measure__3	vegetable_measure__4	vegetable_measure__5	vegetable_measure__6
04-07-20-14	9df29bc05c674de9b6f62e539198cea7	5	0	1	0	0	0	0
04-07-20-14	9df29bc05c674de9b6f62e539198cea7	7	0	0	0	0	1	0
04-07-20-14	9df29bc05c674de9b6f62e539198cea7	12	0	0	1	0	0	0
91-49-99-76	020f974d0a724ca7be360fd5e6f0ab1d	1	0	1	0	0	0	0
91-49-99-76	020f974d0a724ca7be360fd5e6f0ab1d	12	1	0	0	0	0	0
15-98-97-00	eae6e9de59cb46f6a636f247e0cac575	5	0	1	0	0	0	0
15-98-97-00	eae6e9de59cb46f6a636f247e0cac575	7	0	0	0	0	1	0
15-98-97-00	eae6e9de59cb46f6a636f247e0cac575	9	1	0	0	0	0	0
15-98-97-00	eae6e9de59cb46f6a636f247e0cac575	13	0	0	0	0	1	0
18-52-70-33	8abbcd45a2fa4c568fffcbd2f2bc7f67	5	0	1	0	0	0	0
18-52-70-33	8abbcd45a2fa4c568fffcbd2f2bc7f67	7	0	0	0	0	1	0
18-52-70-33	8abbcd45a2fa4c568fffcbd2f2bc7f67	9	1	0	0	0	0	0
14-64-56-23	47276d855db149b599be057c2a54bb35	5	0	1	0	0	0	0
09-95-74-44	ea9eeb1213884f5ca61b04e9d04ccab3	5	0	1	0	0	0	0
89-69-01-37	2d8a1cb2acfa4fd88d30b962d3223fd1	4	0	0	0	0	1	0
89-69-01-37	2d8a1cb2acfa4fd88d30b962d3223fd1	5	0	1	0	0	0	0
89-69-01-37	2d8a1cb2acfa4fd88d30b962d3223fd1	7	0	0	0	0	1	0
89-69-01-37	2d8a1cb2acfa4fd88d30b962d3223fd1	9	1	0	0	0	0	0
89-69-01-37	2d8a1cb2acfa4fd88d30b962d3223fd1	10	1	0	0	0	0	0
89-69-01-37	2d8a1cb2acfa4fd88d30b962d3223fd1	13	1	0	0	0	0	0
98-34-15-26	c08a7dc1011f47e180b411fdda90eed4	5	0	1	0	0	0	0
98-34-15-26	c08a7dc1011f47e180b411fdda90eed4	9	1	0	0	0	0	0
98-34-15-26	c08a7dc1011f47e180b411fdda90eed4	12	1	0	0	0	0	0
05-80-75-98	1a8c510da9b94b6d8edd5b3e8b6dcc91	5	0	1	0	0	0	0
05-80-75-98	1a8c510da9b94b6d8edd5b3e8b6dcc91	7	0	0	0	0	1	0
05-80-75-98	1a8c510da9b94b6d8edd5b3e8b6dcc91	12	0	0	1	0	0	0
29-34-65-17	dc743f4eef1d4e3ea2d534ee913d91b6	12	1	0	0	0	0	0
24-56-54-57	99b12875f5724c8c864566e7d69d80a3	5	0	1	0	0	0	0
24-56-54-57	99b12875f5724c8c864566e7d69d80a3	7	0	0	0	0	1	0
24-56-54-57	99b12875f5724c8c864566e7d69d80a3	9	1	0	0	0	0	0
24-56-54-57	99b12875f5724c8c864566e7d69d80a3	12	1	0	0	0	0	0
98-25-98-94	9a8afae484664c1a96a95bc50d501419	5	0	1	0	0	0	0
16-34-61-51	83cefa2e41f9416cafa70a396d5da394	5	0	1	0	0	0	0
16-34-61-51	83cefa2e41f9416cafa70a396d5da394	9	1	0	0	0	0	0
64-23-12-29	793436f7b59245f48ec84724fc93abea	5	0	1	0	0	0	0
64-23-12-29	793436f7b59245f48ec84724fc93abea	13	1	0	0	0	0	0
97-31-17-88	12b314864d534662a92cde011cccccfd	5	0	1	0	0	0	0
97-31-17-88	12b314864d534662a92cde011cccccfd	9	1	0	0	0	0	0
05-00-90-94	a55ef4c70259472b9c2659d0553257ad	7	0	0	0	0	1	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	4	0	0	0	0	1	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	5	0	1	0	0	0	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	6	0	1	0	0	0	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	7	0	0	0	0	1	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	9	1	0	0	0	0	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	12	1	0	0	0	0	0
35-41-90-97	11a6753f7f964204b2ccc4f3ba22be1b	14	1	0	0	0	0	0
79-29-45-44	98686e047f00405c888b54cae80d4456	12	1	0	0	0	0	0
26-78-09-52	a5735da266ce4c9e974326d705a37566	4	0	0	0	0	1	0
17-03-09-86	25b9d6cd665442a7bc79f437f8acad1d	5	0	1	0	0	0	0
45-53-41-54	7a47d88256594d18b14dc1fb62e670e8	5	0	1	0	0	0	0
45-53-41-54	7a47d88256594d18b14dc1fb62e670e8	6	0	1	0	0	0	0
45-53-41-54	7a47d88256594d18b14dc1fb62e670e8	7	0	0	0	0	1	0
45-53-41-54	7a47d88256594d18b14dc1fb62e670e8	13	1	0	0	0	0	0
14-05-81-39	b25e8676e7fd495c80e8f51eda8057ba	7	0	0	0	0	1	0
14-05-81-39	b25e8676e7fd495c80e8f51eda8057ba	15	0	0	0	0	1	0
32-61-75-65	63b0ed8f9241435ca269172069bd6dc6	5	0	1	0	0	0	0
32-61-75-65	63b0ed8f9241435ca269172069bd6dc6	12	0	0	1	0	0	0
80-82-14-34	356cc56134224907af7505c1767ddef6	5	0	1	0	0	0	0
49-45-57-41	10c75122e2524d909cad5ae3423eb1f8	7	0	0	0	0	1	0
49-45-57-41	10c75122e2524d909cad5ae3423eb1f8	12	1	0	0	0	0	0
49-45-57-41	10c75122e2524d909cad5ae3423eb1f8	14	1	0	0	0	0	0
07-14-26-86	b05dcd4441ad427c88bd99bfb4a9037d	7	0	0	0	0	1	0
45-17-31-75	92d19193db6e4c6ba983852f5b1d4767	4	0	0	0	0	1	0
45-17-31-75	92d19193db6e4c6ba983852f5b1d4767	5	0	1	0	0	0	0
09-44-28-42	7dfd61b47cb1472fb6fe5c5b2591630d	7	0	0	0	0	1	0
75-30-37-33	b242ef265fa24cceb70d7f9631515fb7	7	0	0	0	0	1	0
77-13-41-87	c73f150408364baf898b339caee3383e	1	0	1	0	0	0	0
91-35-93-41	8456dcf016fa48c1a73467cb6cee4577	5	0	1	0	0	0	0
91-35-93-41	8456dcf016fa48c1a73467cb6cee4577	7	0	0	0	0	1	0
46-08-17-23	37ad365e8c4e473f8dbec9f9c500ddc9	1	0	1	0	0	0	0
46-08-17-23	37ad365e8c4e473f8dbec9f9c500ddc9	5	0	1	0	0	0	0
46-08-17-23	37ad365e8c4e473f8dbec9f9c500ddc9	7	0	0	0	0	1	0
46-08-17-23	37ad365e8c4e473f8dbec9f9c500ddc9	9	0	0	1	0	0	0
99-03-26-51	e118c273b8244f4788fd6d38d1599908	5	0	1	0	0	0	0
99-03-26-51	e118c273b8244f4788fd6d38d1599908	9	1	0	0	0	0	0
99-03-26-51	e118c273b8244f4788fd6d38d1599908	12	1	0	0	0	0	0
99-03-26-51	e118c273b8244f4788fd6d38d1599908	13	1	0	0	0	0	0
99-03-26-51	e118c273b8244f4788fd6d38d1599908	14	1	0	0	0	0	0
60-28-76-79	e516aeba827d46fea8e60ecc375469b8	7	0	0	0	0	1	0
72-77-34-81	60fe0cdda1084e8ea09d93ff93c65dee	6	0	1	0	0	0	0
49-29-13-16	0ff4b9742be14f418c7021841facb9f7	7	0	0	0	0	1	0
49-29-13-16	0ff4b9742be14f418c7021841facb9f7	14	0	0	0	0	1	0
48-40-17-80	fe657b2116fb4f2097fefd6d3db14700	5	0	1	0	0	0	0
48-40-17-80	fe657b2116fb4f2097fefd6d3db14700	7	0	0	0	0	1	0
68-16-41-73	c16e873d832e49b7ba6e042b8446c693	1	0	1	0	0	0	0
68-16-41-73	c16e873d832e49b7ba6e042b8446c693	5	0	1	0	0	0	0
68-16-41-73	c16e873d832e49b7ba6e042b8446c693	7	0	0	0	0	1	0
08-40-08-60	cb5cf00501c1418da2ab165f10847883	7	0	0	0	0	1	0
73-72-63-69	3a48a081f32e4aa4aec4923b4f0b7dad	9	1	0	0	0	0	0
72-54-08-67	de64c166cb194f4b9bae42447b55c6fe	5	0	1	0	0	0	0
72-54-08-67	de64c166cb194f4b9bae42447b55c6fe	7	0	0	0	0	1	0
31-19-27-69	8cf8d9a4f44e4ee8a7681e0b14c40a62	7	0	0	0	0	1	0
31-19-27-69	8cf8d9a4f44e4ee8a7681e0b14c40a62	15	0	0	0	0	1	0
25-84-37-29	7b0ec332ea6b4c84a36e60e72a9f7ccd	4	0	0	0	0	1	0
25-84-37-29	7b0ec332ea6b4c84a36e60e72a9f7ccd	5	0	1	0	0	0	0
25-84-37-29	7b0ec332ea6b4c84a36e60e72a9f7ccd	9	1	0	0	0	0	0
31-60-39-46	5c819bebe80d45089063977f3060b423	5	0	1	0	0	0	0
31-60-39-46	5c819bebe80d45089063977f3060b423	9	1	0	0	0	0	0
31-60-39-46	5c819bebe80d45089063977f3060b423	13	1	0	0	0	0	0
25-99-12-07	9d363ce1614240288c456c41c12d211f	5	0	1	0	0	0	0
25-99-12-07	9d363ce1614240288c456c41c12d211f	12	0	0	1	0	0	0
25-99-12-07	9d363ce1614240288c456c41c12d211f	13	0	1	0	0	0	0
03-03-12-18	320b60892cec4c2680f58b0f790bcff5	5	0	1	0	0	0	0
03-03-12-18	320b60892cec4c2680f58b0f790bcff5	13	1	0	0	0	0	0
56-63-81-80	a8845bbd41584c59adc82b8bf411151f	7	0	0	0	0	1	0
04-79-99-01	a60c806ccb074ffdab7e54b324522faf	5	0	1	0	0	0	0
04-79-99-01	a60c806ccb074ffdab7e54b324522faf	7	0	0	0	0	1	0
30-30-41-67	c7ed58d72cab441daa7f6655462d42f3	12	0	0	0	0	0	1
57-43-96-64	185e49517a014a50a71722cf8f6da543	7	0	0	0	0	1	0
29-44-96-77	aa2d592e2371419e9f2ba425407ab75d	7	0	0	0	0	1	0
29-44-96-77	aa2d592e2371419e9f2ba425407ab75d	12	0	0	1	0	0	0
20-09-81-33	1ce50805b6014d809e89addeff561456	5	0	1	0	0	0	0
20-09-81-33	1ce50805b6014d809e89addeff561456	14	1	0	0	0	0	0
67-21-23-16	1337fadfd9284b249aa1167625809b94	9	1	0	0	0	0	0
11-38-52-74	e3bdd8fc4a8c408b83a6dadb8b2f94bd	5	0	1	0	0	0	0
11-38-52-74	e3bdd8fc4a8c408b83a6dadb8b2f94bd	13	0	1	0	0	0	0
02-69-49-33	37b09eb8e06d4f83a00137f05f0a1334	5	0	1	0	0	0	0
02-69-49-33	37b09eb8e06d4f83a00137f05f0a1334	13	0	0	1	0	0	0
03-03-63-74	e933b43c62cc4848b233f7296742a424	7	0	0	0	0	1	0
00-77-50-39	801c19abd9e4410382309303439cf2f0	5	0	1	0	0	0	0
00-77-50-39	801c19abd9e4410382309303439cf2f0	7	0	0	0	0	1	0
00-77-50-39	801c19abd9e4410382309303439cf2f0	9	1	0	0	0	0	0
00-77-50-39	801c19abd9e4410382309303439cf2f0	12	1	0	0	0	0	0
61-36-35-83	84f2bb9cb47f41e3bd6dfa9415f17cb0	12	1	0	0	0	0	0
61-57-68-10	d73675dc420e4547b446e67c6f70acd4	5	0	1	0	0	0	0
61-57-68-10	d73675dc420e4547b446e67c6f70acd4	9	0	0	1	0	0	0
61-57-68-10	d73675dc420e4547b446e67c6f70acd4	12	0	0	1	0	0	0
68-67-62-53	0c183a5cbfc04f38a0f6f6c586fec5a4	5	0	1	0	0	0	0
68-67-62-53	0c183a5cbfc04f38a0f6f6c586fec5a4	9	0	0	1	0	0	0
44-95-44-65	0a5a72abda8545c5856db0b1c0b40ce0	7	0	0	0	0	1	0
44-95-44-65	0a5a72abda8545c5856db0b1c0b40ce0	12	1	0	0	0	0	0
50-79-94-59	41b078d577824e9db7924aae880a7242	7	0	0	0	0	1	0
50-79-94-59	41b078d577824e9db7924aae880a7242	9	0	0	1	0	0	0
50-79-94-59	41b078d577824e9db7924aae880a7242	12	0	0	1	0	0	0
30-68-26-63	30e708582510470ca082fef7a66e6992	7	0	0	0	0	1	0
46-39-24-65	adeea566f02a41fa909ffb297c7c2641	5	0	1	0	0	0	0
46-39-24-65	adeea566f02a41fa909ffb297c7c2641	7	0	0	0	0	1	0
46-39-24-65	adeea566f02a41fa909ffb297c7c2641	9	1	0	0	0	0	0
58-96-90-72	af718b9ac3e74562b938c4c4cae84f4f	5	0	1	0	0	0	0
58-96-90-72	af718b9ac3e74562b938c4c4cae84f4f	9	1	0	0	0	0	0
58-96-90-72	af718b9ac3e74562b938c4c4cae84f4f	12	1	0	0	0	0	0
58-96-90-72	af718b9ac3e74562b938c4c4cae84f4f	13	1	0	0	0	0	0
23-86-46-85	c5fb4bbe877d48f8af671d699c36bd5e	4	0	1	0	0	0	0
23-86-46-85	c5fb4bbe877d48f8af671d699c36bd5e	5	0	1	0	0	0	0
23-86-46-85	c5fb4bbe877d48f8af671d699c36bd5e	7	0	0	0	0	1	0
72-23-78-08	98a7b709e88b49e9897a1bdc14817b48	4	0	0	0	0	1	0
72-23-78-08	98a7b709e88b49e9897a1bdc14817b48	7	0	0	0	0	1	0
72-23-78-08	98a7b709e88b49e9897a1bdc14817b48	9	0	1	0	0	0	0
72-23-78-08	98a7b709e88b49e9897a1bdc14817b48	12	0	0	1	0	0	0
28-36-09-38	5bd7ae50a655466fae9cbe7e325a5083	7	0	0	0	0	1	0
28-36-09-38	5bd7ae50a655466fae9cbe7e325a5083	12	1	0	0	0	0	0
21-13-82-34	4cbc7b8f292d4739ba1a5405f9172945	5	0	1	0	0	0	0
21-13-82-34	4cbc7b8f292d4739ba1a5405f9172945	7	0	0	0	0	1	0
21-13-82-34	4cbc7b8f292d4739ba1a5405f9172945	12	0	0	1	0	0	0
19-47-50-26	d52baa77a7144999af88cdd094b1c00b	7	0	0	0	0	1	0
19-47-50-26	d52baa77a7144999af88cdd094b1c00b	9	1	0	0	0	0	0
19-47-50-26	d52baa77a7144999af88cdd094b1c00b	13	1	0	0	0	0	0
68-18-30-70	7635fe360fe24eb0909ded710a1f3e3f	5	0	1	0	0	0	0
68-18-30-70	7635fe360fe24eb0909ded710a1f3e3f	7	0	0	0	0	1	0
68-18-30-70	7635fe360fe24eb0909ded710a1f3e3f	12	0	0	1	0	0	0
07-21-36-65	e8d46e73b0c0406a839c757fd92c44a9	5	0	1	0	0	0	0
07-21-36-65	e8d46e73b0c0406a839c757fd92c44a9	9	1	0	0	0	0	0
07-21-36-65	e8d46e73b0c0406a839c757fd92c44a9	12	1	0	0	0	0	0
85-06-14-37	9c1d83cc14794be38616a5e4b29873fa	12	1	0	0	0	0	0
29-55-62-02	84d7ea7986954e1daf2d9d8a5f389e96	7	0	0	0	0	1	0
29-55-62-02	84d7ea7986954e1daf2d9d8a5f389e96	12	1	0	0	0	0	0
25-95-69-15	784c64fe8cb24810adfe4440c60e5ff7	7	0	0	0	0	1	0
64-43-51-20	f2f498ea57ec4978a67d6a0d67e883d4	7	0	0	0	0	1	0
97-52-14-85	996bc528f52f4bd88719e77405d761b7	9	1	0	0	0	0	0
91-51-17-26	142583cdb506492ba9cf4d55d70b9fc0	1	0	1	0	0	0	0
91-51-17-26	142583cdb506492ba9cf4d55d70b9fc0	9	1	0	0	0	0	0
96-62-52-57	cdaa181f4a4a4360b4b2c50dcdc30219	5	0	1	0	0	0	0
14-19-90-40	9a85f98bbff44dc79883ec9082b51e53	7	0	0	0	0	1	0
15-44-22-82	0c9411dce60d4db8ae9e78e6c422a479	1	0	1	0	0	0	0
15-44-22-82	0c9411dce60d4db8ae9e78e6c422a479	7	0	0	0	0	1	0
34-23-06-31	ee782661d0864356a60b1cc756ef774b	9	1	0	0	0	0	0
57-57-95-07	298bdc25d0274945beadff89ca4d3454	5	0	1	0	0	0	0
57-57-95-07	298bdc25d0274945beadff89ca4d3454	7	0	0	0	0	1	0
87-27-45-19	c50700209d1449c7aa71b0c5672ee8d6	7	0	0	0	0	1	0
05-98-45-94	ac51e56f16c542edbf52ae4f56859ca6	3	1	0	0	0	0	0
05-98-45-94	ac51e56f16c542edbf52ae4f56859ca6	5	0	1	0	0	0	0
05-98-45-94	ac51e56f16c542edbf52ae4f56859ca6	9	1	0	0	0	0	0
05-98-45-94	ac51e56f16c542edbf52ae4f56859ca6	12	1	0	0	0	0	0
65-16-45-85	c3142e468a4a438085c08fcec90ce503	5	0	1	0	0	0	0
33-06-93-05	4c926e8414334ff58353c55c2930daf9	5	0	1	0	0	0	0
33-06-93-05	4c926e8414334ff58353c55c2930daf9	7	0	0	0	0	1	0
33-06-93-05	4c926e8414334ff58353c55c2930daf9	9	1	0	0	0	0	0
86-48-22-93	c45a1d9a48704149b1e4aaddb36ebbe1	5	0	1	0	0	0	0
90-08-11-86	33949312b30a4b69afe694e01fdbc067	5	0	1	0	0	0	0
90-08-11-86	33949312b30a4b69afe694e01fdbc067	7	0	0	0	0	1	0
90-08-11-86	33949312b30a4b69afe694e01fdbc067	9	1	0	0	0	0	0
90-08-11-86	33949312b30a4b69afe694e01fdbc067	12	1	0	0	0	0	0
90-08-11-86	33949312b30a4b69afe694e01fdbc067	13	1	0	0	0	0	0
81-86-72-58	ec7f4c7b122248649ed3d68c6691f81f	5	0	1	0	0	0	0
81-86-72-58	ec7f4c7b122248649ed3d68c6691f81f	7	0	0	0	0	1	0
35-12-23-10	c5ad67debba243778797ca68619e09f5	1	0	1	0	0	0	0
35-12-23-10	c5ad67debba243778797ca68619e09f5	5	0	1	0	0	0	0
35-12-23-10	c5ad67debba243778797ca68619e09f5	13	1	0	0	0	0	0
23-68-29-83	98d67a82655b461180e3d2615a71bc5b	7	0	0	0	0	1	0
23-68-29-83	98d67a82655b461180e3d2615a71bc5b	12	1	0	0	0	0	0
23-68-29-83	98d67a82655b461180e3d2615a71bc5b	14	1	0	0	0	0	0
66-14-29-76	6d4335cac1d842b8bb68a1eb750e3517	7	0	0	0	0	1	0
33-49-33-24	923eb6a981fb44b6ba4ce254cacbe299	9	0	0	1	0	0	0
58-27-58-54	05c1b453638d4b2282d8c0743d3eb8a4	9	1	0	0	0	0	0
58-27-58-54	05c1b453638d4b2282d8c0743d3eb8a4	12	1	0	0	0	0	0
36-82-49-36	98fd835151ea4ab6a3b753f4628cd54d	5	0	1	0	0	0	0
36-82-49-36	98fd835151ea4ab6a3b753f4628cd54d	7	0	0	0	0	1	0
36-82-49-36	98fd835151ea4ab6a3b753f4628cd54d	12	0	0	1	0	0	0
52-44-26-41	29c793aa21324183a1d8e991e27e3e76	6	0	1	0	0	0	0
52-44-26-41	29c793aa21324183a1d8e991e27e3e76	7	0	0	0	0	1	0
52-44-26-41	29c793aa21324183a1d8e991e27e3e76	9	1	0	0	0	0	0
52-44-26-41	29c793aa21324183a1d8e991e27e3e76	12	1	0	0	0	0	0
52-44-26-41	29c793aa21324183a1d8e991e27e3e76	14	1	0	0	0	0	0
17-88-17-68	2908ea07bd534180a011711d7f6de822	12	0	0	1	0	0	0
17-88-17-68	2908ea07bd534180a011711d7f6de822	13	0	0	0	0	1	0
29-94-87-53	191ac34d9d3f4af691916e24281d8644	5	0	1	0	0	0	0
29-94-87-53	191ac34d9d3f4af691916e24281d8644	7	0	0	0	0	1	0
29-94-87-53	191ac34d9d3f4af691916e24281d8644	12	0	0	1	0	0	0
73-42-78-94	76e1a06939514a81b688d1f099103951	7	0	0	0	0	1	0
73-42-78-94	76e1a06939514a81b688d1f099103951	9	1	0	0	0	0	0
73-42-78-94	76e1a06939514a81b688d1f099103951	12	1	0	0	0	0	0
29-57-49-01	9ff77d48f2f847c6a7fb959d2c216d52	7	0	0	0	0	1	0
00-43-50-60	afdc4dc901d742be915b752434fb7a77	12	1	0	0	0	0	0
62-38-88-49	9c0759849fae47a1af90abdd336bf4b7	7	0	0	0	0	1	0
60-95-97-35	bc9e4d45210f43228b501065114874d9	5	0	1	0	0	0	0
60-95-97-35	bc9e4d45210f43228b501065114874d9	7	0	0	0	0	1	0
60-95-97-35	bc9e4d45210f43228b501065114874d9	9	0	0	1	0	0	0
60-95-97-35	bc9e4d45210f43228b501065114874d9	12	0	0	1	0	0	0
73-13-44-39	20aee84c35f54a1984b9aa3325262c8c	7	0	0	0	0	1	0
80-72-65-41	4910f5a103ed4996ab209b0f97d2ee8b	1	0	1	0	0	0	0
80-72-65-41	4910f5a103ed4996ab209b0f97d2ee8b	7	0	0	0	0	1	0
80-72-65-41	4910f5a103ed4996ab209b0f97d2ee8b	9	0	0	1	0	0	0
80-72-65-41	4910f5a103ed4996ab209b0f97d2ee8b	12	0	0	1	0	0	0
55-15-97-56	8ee69140edac4397b75082e479286812	12	0	0	1	0	0	0
35-38-44-57	f1b0940bcc014879b2c9f3c6e58df68b	1	0	1	0	0	0	0
35-38-44-57	f1b0940bcc014879b2c9f3c6e58df68b	5	0	1	0	0	0	0
35-38-44-57	f1b0940bcc014879b2c9f3c6e58df68b	7	0	1	0	0	0	0
35-38-44-57	f1b0940bcc014879b2c9f3c6e58df68b	9	0	0	1	0	0	0
35-38-44-57	f1b0940bcc014879b2c9f3c6e58df68b	12	0	0	1	0	0	0
22-40-27-15	f53168cf3c584c9fa5312783dc520fa9	12	0	0	1	0	0	0
22-40-27-15	f53168cf3c584c9fa5312783dc520fa9	13	0	0	0	0	1	0
86-42-10-34	ce7f5e71e7dd48f3bb1f9465400b1af4	5	0	1	0	0	0	0
86-42-10-34	ce7f5e71e7dd48f3bb1f9465400b1af4	7	0	0	0	0	1	0
86-42-10-34	ce7f5e71e7dd48f3bb1f9465400b1af4	12	0	0	1	0	0	0
80-29-63-82	11efcd6a92d548d994242aa5e9fea5a7	7	0	0	0	0	1	0
45-27-85-47	3685b1d97a7143a49d69577cfec4922b	5	0	1	0	0	0	0
45-27-85-47	3685b1d97a7143a49d69577cfec4922b	7	0	0	0	0	1	0
16-76-69-19	83f30361d6254b679a24ff2bf3579964	5	0	1	0	0	0	0
16-76-69-19	83f30361d6254b679a24ff2bf3579964	7	0	0	0	0	1	0
44-81-84-71	a7053b6e79994a01a55f1f4659ea5405	5	0	1	0	0	0	0
44-81-84-71	a7053b6e79994a01a55f1f4659ea5405	9	0	0	1	0	0	0
44-81-84-71	a7053b6e79994a01a55f1f4659ea5405	12	0	0	1	0	0	0
52-51-97-56	fe54763b1cd241a8a0deeea95d339831	7	0	0	0	0	1	0
52-51-97-56	fe54763b1cd241a8a0deeea95d339831	13	1	0	0	0	0	0
98-82-14-94	96a5ff553fef48c79dc808bfa7dee9bd	1	0	1	0	0	0	0
98-82-14-94	96a5ff553fef48c79dc808bfa7dee9bd	7	0	0	0	0	1	0
98-82-14-94	96a5ff553fef48c79dc808bfa7dee9bd	9	0	0	1	0	0	0
98-82-14-94	96a5ff553fef48c79dc808bfa7dee9bd	12	0	0	1	0	0	0
70-12-17-31	dea60c32559b4e80a78d3f85687a4f15	7	0	0	0	0	1	0
70-12-17-31	dea60c32559b4e80a78d3f85687a4f15	9	0	0	1	0	0	0
70-12-17-31	dea60c32559b4e80a78d3f85687a4f15	12	0	0	1	0	0	0
23-46-11-52	d7fcc3abf0914fec8d15f81ea8639951	7	0	0	0	0	1	0
43-27-47-98	5c5f3b3e3229491baafe958969185089	4	0	0	0	0	1	0
43-27-47-98	5c5f3b3e3229491baafe958969185089	7	0	0	0	0	1	0
43-27-47-98	5c5f3b3e3229491baafe958969185089	9	0	0	1	0	0	0
43-27-47-98	5c5f3b3e3229491baafe958969185089	15	0	0	0	0	1	0
59-51-06-18	584fea2409454f7bb8516461c2c9d7d8	12	1	0	0	0	0	0
08-28-29-03	3d82a432c0d04770a623da60f769ac59	12	0	0	1	0	0	0
08-28-29-03	3d82a432c0d04770a623da60f769ac59	14	0	0	0	0	1	0
05-79-21-53	c56e3a75c1b04b989d7bc8a609c9a28d	5	0	1	0	0	0	0
05-79-21-53	c56e3a75c1b04b989d7bc8a609c9a28d	7	0	0	0	0	1	0
05-79-21-53	c56e3a75c1b04b989d7bc8a609c9a28d	12	0	0	1	0	0	0
78-57-84-69	2741e1d061714c8aab8b924084989c17	9	1	0	0	0	0	0
78-57-84-69	2741e1d061714c8aab8b924084989c17	12	1	0	0	0	0	0
15-32-47-19	2b87048715614ae7a3d6c6a255991e38	5	0	1	0	0	0	0
56-80-26-28	d320fdd0f6b344149e557d4c110cc164	1	0	1	0	0	0	0
56-80-26-28	d320fdd0f6b344149e557d4c110cc164	5	0	1	0	0	0	0
56-80-26-28	d320fdd0f6b344149e557d4c110cc164	9	1	0	0	0	0	0
41-76-77-66	4e41ae74332644ddb0dff0cc3935a0d5	5	0	1	0	0	0	0
41-76-77-66	4e41ae74332644ddb0dff0cc3935a0d5	7	0	0	0	0	1	0
41-76-77-66	4e41ae74332644ddb0dff0cc3935a0d5	12	0	0	1	0	0	0
41-76-77-66	4e41ae74332644ddb0dff0cc3935a0d5	15	0	0	0	0	1	0
47-94-52-39	5362b46add724617b66d8b616cac0c44	5	0	1	0	0	0	0
06-20-59-91	370371b769c443d19aa656bf71ff3af6	1	0	1	0	0	0	0
06-20-59-91	370371b769c443d19aa656bf71ff3af6	5	0	1	0	0	0	0
06-20-59-91	370371b769c443d19aa656bf71ff3af6	7	0	0	0	0	1	0
06-20-59-91	370371b769c443d19aa656bf71ff3af6	9	1	0	0	0	0	0
06-20-59-91	370371b769c443d19aa656bf71ff3af6	12	1	0	0	0	0	0
12-47-19-08	b9a507e184c84ca3a215c8ef044f3ba2	5	0	1	0	0	0	0
78-51-29-35	69cb9a5070a748ed8618d4fffaca00a3	1	0	1	0	0	0	0
78-51-29-35	69cb9a5070a748ed8618d4fffaca00a3	12	1	0	0	0	0	0
86-17-33-11	03ad9efa8aeb425491a4183818337454	12	0	0	1	0	0	0
55-80-78-86	58cbd631661a4a65a5210f943fa3fa40	5	0	1	0	0	0	0
55-80-78-86	58cbd631661a4a65a5210f943fa3fa40	7	0	0	0	0	1	0
55-80-78-86	58cbd631661a4a65a5210f943fa3fa40	9	0	0	1	0	0	0
55-80-78-86	58cbd631661a4a65a5210f943fa3fa40	12	0	0	1	0	0	0
73-34-19-64	0672498c1577481ebfaec93acd64920f	7	0	0	0	0	1	0
73-34-19-64	0672498c1577481ebfaec93acd64920f	9	1	0	0	0	0	0
28-64-24-76	dff001d5e0dc48448466ffe9114bc535	7	0	0	0	0	1	0
26-33-55-97	df88a43eb9bd432a88af3d7c319beccd	9	0	0	1	0	0	0
15-54-03-51	b47784680ed84b4c8df41afb467d4644	15	1	0	0	0	0	0
96-67-64-88	693fad6a821542b8949ebcf5d7e85370	5	0	1	0	0	0	0
96-67-64-88	693fad6a821542b8949ebcf5d7e85370	7	0	0	0	0	1	0
96-67-64-88	693fad6a821542b8949ebcf5d7e85370	12	0	0	1	0	0	0
03-15-64-14	5f442fd882704e69bb9c2226d01aa96a	5	0	1	0	0	0	0
03-15-64-14	5f442fd882704e69bb9c2226d01aa96a	7	0	0	0	0	1	0
03-15-64-14	5f442fd882704e69bb9c2226d01aa96a	13	0	0	0	0	1	0
31-65-84-88	e1e5e147e86741b8b9a59feadc789e36	6	0	1	0	0	0	0
10-50-49-01	2cc10f48d57b45c19eb4a913f102abba	7	0	0	0	0	1	0
11-93-23-86	a3e20f6ba4d84a26b8c3f33e28653c3c	15	0	0	0	0	1	0
19-37-56-28	15412fc5d39e40409fba13b2277dd261	5	0	1	0	0	0	0
19-37-56-28	15412fc5d39e40409fba13b2277dd261	9	0	0	1	0	0	0
40-52-12-03	ddd6f4e8bb6547f4897a7283a5d3b60c	6	0	1	0	0	0	0
91-23-08-47	7fc529556dd34d059a18051dbf3d6f45	9	1	0	0	0	0	0
44-75-62-71	b7307f5d0cba437685b7106a18c31d21	13	0	0	0	0	1	0
44-75-62-71	b7307f5d0cba437685b7106a18c31d21	15	0	0	0	0	1	0
